Establishment ID,Email on file,Postal First,Club,Business Building,Small Hotel,Small Restaurant,Large Hotel Chain,Concert Facility,Stadium/Sports Facility,Karaoke Bar,Other,Large Restaurant Chain,Days Since License Effective,Previous Infraction,Current Infraction
1226,N,K,0,0,0,1,0,0,0,0,0,0,185,0,0
1227,N,L,0,0,0,1,0,0,0,0,0,0,289,0,0
1228,N,N,0,0,0,1,0,0,0,0,0,0,216,0,0
1229,N,M,0,0,0,1,0,0,0,0,0,0,103,0,1
1230,N,M,0,0,0,1,0,0,0,0,0,0,45,0,1
1231,N,M,0,0,0,1,0,0,0,0,0,0,434,0,1
1232,N,N,0,0,0,1,0,0,0,0,0,0,193,0,0
1233,N,N,0,0,0,1,0,0,0,0,0,0,1665,0,0
1234,N,M,0,0,0,1,0,0,0,0,0,0,401,0,1
1235,N,M,0,0,0,1,0,0,0,0,0,0,1668,0,1
1236,N,M,0,0,0,0,0,0,0,1,0,0,180,0,1
1237,N,N,0,0,0,1,0,0,0,0,0,0,721,0,0
1238,N,N,0,0,0,0,0,0,1,0,0,0,345,0,0
1239,N,P,0,0,0,1,0,0,0,0,0,0,763,0,0
1240,Y,N,0,0,0,0,0,0,1,0,0,0,1168,0,0
1241,N,L,0,0,0,1,0,0,0,0,0,0,432,0,0
1242,N,N,0,0,0,1,0,0,0,0,0,0,121,0,0
1243,N,N,0,0,0,0,0,0,1,0,0,0,683,0,0
1244,N,M,0,0,0,0,0,0,1,0,0,0,1153,0,1
1245,N,P,0,0,0,1,0,0,0,0,0,0,371,0,0
1246,N,L,0,0,0,1,0,0,0,0,0,0,531,0,0
1247,N,M,0,0,0,1,0,0,0,0,0,0,110,0,1
1248,N,P,0,0,0,1,0,0,0,0,0,0,626,0,0
1249,N,K,0,0,0,1,0,0,0,0,0,0,600,0,0
1250,N,L,0,0,0,1,0,0,0,0,0,0,137,0,0
1251,N,L,0,0,0,1,0,0,0,0,0,0,298,0,0
1252,N,N,0,0,0,1,0,0,0,0,0,0,298,0,0
1253,Y,M,0,0,0,1,0,0,0,0,0,0,675,0,1
1254,N,L,0,0,0,1,0,0,0,0,0,0,411,0,0
1255,N,L,0,0,0,1,0,0,0,0,0,0,1654,0,0
1256,N,M,0,0,0,1,0,0,0,0,0,0,543,0,1
1257,N,N,0,0,0,1,0,0,0,0,0,0,1183,0,0
1258,N,P,0,0,0,1,0,0,0,0,0,0,201,0,0
1259,N,M,0,0,0,1,0,0,0,0,0,0,559,0,1
1260,N,L,0,0,0,1,0,0,0,0,0,0,192,0,0
1261,N,N,0,0,0,1,0,0,0,0,0,0,412,0,0
1262,N,N,0,0,0,1,0,0,0,0,0,0,366,0,0
1263,N,L,0,0,0,1,0,0,0,0,0,0,174,0,0
1264,N,L,0,0,0,1,0,0,0,0,0,0,931,0,0
1265,N,L,0,0,0,1,0,0,0,0,0,0,246,0,0
1266,N,L,0,0,0,1,0,0,0,0,0,0,669,0,0
1267,N,L,0,0,0,1,0,0,0,0,0,0,726,0,0
1268,N,M,0,0,0,1,0,0,0,0,0,0,1054,0,1
1269,N,M,0,0,0,1,0,0,0,0,0,0,200,0,1
1270,N,M,0,0,0,1,0,0,0,0,0,0,74,0,1
1271,N,M,0,0,0,1,0,0,0,0,0,0,527,0,1
1272,N,P,0,0,0,1,0,0,0,0,0,0,1337,0,0
1273,N,K,0,0,0,1,0,0,0,0,0,0,606,0,0
1274,N,M,0,0,0,1,0,0,0,0,0,0,206,0,1
1275,N,L,0,0,0,1,0,0,0,0,0,0,1035,0,0
1276,N,M,0,0,0,1,0,0,0,0,0,0,112,0,1
1277,N,M,0,0,0,1,0,0,0,0,0,0,192,0,1
1278,N,L,0,0,0,1,0,0,0,0,0,0,402,0,0
1279,N,K,0,0,0,1,0,0,0,0,0,0,1604,0,0
1280,N,M,0,0,0,1,0,0,0,0,0,0,134,0,1
1281,N,P,0,0,0,1,0,0,0,0,0,0,273,0,0
1282,N,M,0,0,0,1,0,0,0,0,0,0,822,0,1
1283,N,M,1,0,0,0,0,0,0,0,0,0,1958,0,1
1284,N,M,1,0,0,0,0,0,0,0,0,0,535,0,1
1285,N,N,1,0,0,0,0,0,0,0,0,0,1873,0,0
1286,N,K,0,0,0,1,0,0,0,0,0,0,1982,0,0
1287,N,M,1,0,0,0,0,0,0,0,0,0,1768,0,1
1288,N,L,1,0,0,0,0,0,0,0,0,0,1899,0,0
1289,N,L,1,0,0,0,0,0,0,0,0,0,1918,0,0
1290,N,K,1,0,0,0,0,0,0,0,0,0,1939,0,0
1291,N,P,1,0,0,0,0,0,0,0,0,0,1747,0,0
1292,N,M,1,0,0,0,0,0,0,0,0,0,1232,0,1
1293,N,L,1,0,0,0,0,0,0,0,0,0,1720,0,0
1294,N,M,1,0,0,0,0,0,0,0,0,0,1638,0,1
1295,N,M,1,0,0,0,0,0,0,0,0,0,274,0,1
1296,N,M,1,0,0,0,0,0,0,0,0,0,743,0,1
1297,N,L,1,0,0,0,0,0,0,0,0,0,1654,0,0
1298,N,N,1,0,0,0,0,0,0,0,0,0,1244,0,0
1299,N,L,1,0,0,0,0,0,0,0,0,0,1614,0,0
1300,N,K,1,0,0,0,0,0,0,0,0,0,893,0,0
1301,Y,P,0,0,0,0,0,0,0,1,0,0,202,0,0
1302,N,M,1,0,0,0,0,0,0,0,0,0,1483,0,1
1303,N,N,1,0,0,0,0,0,0,0,0,0,1550,0,0
1304,N,K,1,0,0,0,0,0,0,0,0,0,1382,0,0
1305,N,M,1,0,0,0,0,0,0,0,0,0,360,0,1
1306,N,M,1,0,0,0,0,0,0,0,0,0,1020,0,1
1307,N,N,1,0,0,0,0,0,0,0,0,0,722,0,0
1308,N,M,0,0,0,1,0,0,0,0,0,0,1732,0,1
1309,N,P,0,0,0,1,0,0,0,0,0,0,1928,0,0
1310,N,K,0,1,0,0,0,0,0,0,0,0,1969,0,0
1311,N,K,0,1,0,0,0,0,0,0,0,0,1893,0,0
1312,N,N,0,1,0,0,0,0,0,0,0,0,2011,0,0
1313,Y,N,0,0,0,0,1,0,0,0,0,0,1927,0,0
1314,N,M,0,0,0,1,0,0,0,0,0,0,1966,0,1
1315,N,K,0,1,0,0,0,0,0,0,0,0,1887,0,0
1316,N,M,1,0,0,0,0,0,0,0,0,0,1871,0,1
1317,N,M,0,1,0,0,0,0,0,0,0,0,1973,0,1
1318,N,L,0,1,0,0,0,0,0,0,0,0,1932,0,0
1319,N,M,0,1,0,0,0,0,0,0,0,0,1723,0,1
1320,N,K,0,1,0,0,0,0,0,0,0,0,1923,0,0
1321,N,N,0,1,0,0,0,0,0,0,0,0,2004,0,0
1322,N,N,0,0,0,1,0,0,0,0,0,0,1924,0,0
1323,N,P,0,0,0,1,0,0,0,0,0,0,199,0,0
1324,N,N,0,0,0,1,0,0,0,0,0,0,640,0,0
1325,N,N,0,1,0,0,0,0,0,0,0,0,1964,0,0
1326,N,N,0,1,0,0,0,0,0,0,0,0,412,0,0
1327,N,M,0,1,0,0,0,0,0,0,0,0,1961,0,1
1328,N,P,1,0,0,0,0,0,0,0,0,0,1883,0,0
1329,N,M,0,0,0,0,0,0,1,0,0,0,1941,0,1
1330,N,N,0,1,0,0,0,0,0,0,0,0,1914,0,0
1331,N,M,0,1,0,0,0,0,0,0,0,0,1705,0,1
1332,N,M,1,0,0,0,0,0,0,0,0,0,1833,0,1
1333,N,N,0,0,0,1,0,0,0,0,0,0,1873,0,0
1334,N,N,0,0,0,1,0,0,0,0,0,0,1739,0,0
1335,N,L,0,1,0,0,0,0,0,0,0,0,1854,0,0
1336,Y,L,0,0,0,1,0,0,0,0,0,0,382,0,0
1337,N,P,0,0,0,0,1,0,0,0,0,0,2002,1,0
1338,N,K,0,1,0,0,0,0,0,0,0,0,1884,0,0
1339,N,N,1,0,0,0,0,0,0,0,0,0,1926,0,0
1340,N,P,0,0,0,1,0,0,0,0,0,0,674,0,0
1341,N,M,0,0,0,1,0,0,0,0,0,0,1871,0,1
1342,N,M,0,0,0,1,0,0,0,0,0,0,1950,0,1
1343,N,P,0,0,0,0,0,0,1,0,0,0,181,0,0
1344,N,N,0,1,0,0,0,0,0,0,0,0,303,0,0
1345,N,M,0,1,0,0,0,0,0,0,0,0,1402,0,1
1346,N,K,0,1,0,0,0,0,0,0,0,0,1919,0,0
1347,N,M,0,1,0,0,0,0,0,0,0,0,1948,0,1
1348,N,L,0,1,0,0,0,0,0,0,0,0,1893,0,0
1349,N,P,0,0,0,1,0,0,0,0,0,0,1965,0,0
1350,N,L,0,0,0,0,0,0,1,0,0,0,263,0,0
1351,N,K,0,0,0,1,0,0,0,0,0,0,1883,0,0
1352,N,N,0,0,0,1,0,0,0,0,0,0,1902,0,0
1353,N,P,0,1,0,0,0,0,0,0,0,0,1816,0,0
1354,N,N,0,0,0,1,0,0,0,0,0,0,1922,0,0
1355,N,L,1,0,0,0,0,0,0,0,0,0,1932,0,0
1356,N,M,0,1,0,0,0,0,0,0,0,0,1961,0,1
1357,N,N,0,1,0,0,0,0,0,0,0,0,1904,0,0
1358,N,P,0,0,0,1,0,0,0,0,0,0,1885,0,0
1359,N,P,0,0,0,0,0,0,0,0,0,0,515,0,1
1360,N,K,0,0,0,1,0,0,0,0,0,0,1950,0,0
1361,N,K,0,0,0,1,0,0,0,0,0,0,1884,0,0
1362,N,P,0,1,0,0,0,0,0,0,0,0,332,0,0
1363,N,N,0,1,0,0,0,0,0,0,0,0,1986,0,0
1364,N,M,0,0,0,1,0,0,0,0,0,0,1840,0,1
1365,N,N,0,0,0,1,0,0,0,0,0,0,1882,0,0
1366,N,L,0,1,0,0,0,0,0,0,0,0,1949,0,0
1367,N,P,0,1,0,0,0,0,0,0,0,0,2012,0,0
1368,N,L,0,0,0,0,1,0,0,0,0,0,149,0,0
1369,N,M,0,0,0,0,0,1,0,0,0,0,1901,0,1
1370,N,M,0,0,0,1,0,0,0,0,0,0,1734,0,1
1371,N,N,1,0,0,0,0,0,0,0,0,0,1954,0,0
1372,N,N,0,1,0,0,0,0,0,0,0,0,1491,0,0
1373,N,K,0,0,0,0,1,0,0,0,0,0,406,0,0
1374,N,K,0,0,0,1,0,0,0,0,0,0,657,0,0
1375,N,N,0,1,0,0,0,0,0,0,0,0,1961,0,0
1376,N,M,0,1,0,0,0,0,0,0,0,0,1791,0,1
1377,N,P,0,0,0,1,0,0,0,0,0,0,1943,0,0
1378,N,P,0,0,0,0,1,0,0,0,0,0,1995,0,0
1379,N,M,0,0,0,0,1,0,0,0,0,0,212,0,1
1380,N,L,0,0,0,1,0,0,0,0,0,0,1746,0,0
1381,N,N,0,1,0,0,0,0,0,0,0,0,1915,0,0
1382,N,P,0,1,0,0,0,0,0,0,0,0,1995,0,0
1383,N,L,0,1,0,0,0,0,0,0,0,0,1819,0,0
1384,N,L,0,0,0,0,0,0,1,0,0,0,720,0,0
1385,N,N,1,0,0,0,0,0,0,0,0,0,113,0,0
1386,N,P,1,0,0,0,0,0,0,0,0,0,1911,0,0
1387,N,L,0,0,0,1,0,0,0,0,0,0,420,0,0
1388,N,N,0,1,0,0,0,0,0,0,0,0,1978,0,0
1389,N,L,0,0,0,1,0,0,0,0,0,0,476,0,0
1390,N,K,0,1,0,0,0,0,0,0,0,0,2007,0,0
1391,N,K,0,0,0,1,0,0,0,0,0,0,1000,0,0
1392,N,N,0,0,0,1,0,0,0,0,0,0,400,0,0
1393,N,P,0,0,0,1,0,0,0,0,0,0,1993,0,0
1394,N,N,0,1,0,0,0,0,0,0,0,0,1927,0,0
1395,N,L,0,1,0,0,0,0,0,0,0,0,1979,0,0
1396,N,M,1,0,0,0,0,0,0,0,0,0,1874,0,1
1397,N,N,0,1,0,0,0,0,0,0,0,0,2014,0,0
1398,N,K,0,0,0,1,0,0,0,0,0,0,484,0,0
1399,N,L,0,1,0,0,0,0,0,0,0,0,322,0,0
1400,Y,M,0,0,0,1,0,0,0,0,0,0,758,0,1
1401,N,L,0,0,0,1,0,0,0,0,0,0,1940,0,0
1402,N,L,1,0,0,0,0,0,0,0,0,0,1983,0,0
1403,N,N,1,0,0,0,0,0,0,0,0,0,1985,0,0
1404,N,L,0,1,0,0,0,0,0,0,0,0,1919,0,0
1405,N,K,0,1,0,0,0,0,0,0,0,0,1897,0,0
1406,Y,N,0,0,0,0,1,0,0,0,0,0,59,0,0
1407,N,L,0,1,0,0,0,0,0,0,0,0,1966,0,0
1408,N,P,0,0,0,1,0,0,0,0,0,0,1964,0,0
1409,N,L,1,0,0,0,0,0,0,0,0,0,516,0,0
1410,N,L,0,0,0,1,0,0,0,0,0,0,1950,0,0
1411,N,P,0,1,0,0,0,0,0,0,0,0,1720,0,0
1412,N,M,0,1,0,0,0,0,0,0,0,0,1862,0,1
1413,N,N,0,0,0,0,0,0,1,0,0,0,1987,0,0
1414,N,N,0,0,0,1,0,0,0,0,0,0,97,0,0
1415,N,N,0,0,0,1,0,0,0,0,0,0,1891,0,0
1416,N,L,0,1,0,0,0,0,0,0,0,0,1890,0,0
1417,N,N,0,1,0,0,0,0,0,0,0,0,1913,0,0
1418,N,N,0,0,0,1,0,0,0,0,0,0,1846,0,0
1419,N,N,0,1,0,0,0,0,0,0,0,0,1968,0,0
1420,N,N,0,0,0,1,0,0,0,0,0,0,1564,0,0
1421,N,L,1,0,0,0,0,0,0,0,0,0,1953,0,0
1422,N,N,1,0,0,0,0,0,0,0,0,0,517,0,0
1423,N,N,1,0,0,0,0,0,0,0,0,0,2012,0,0
1424,N,L,0,1,0,0,0,0,0,0,0,0,520,0,0
1425,N,L,0,1,0,0,0,0,0,0,0,0,1880,0,0
1426,N,N,0,0,0,1,0,0,0,0,0,0,1848,0,0
1427,N,L,0,1,0,0,0,0,0,0,0,0,1961,0,0
1428,N,L,0,0,0,0,1,0,0,0,0,0,301,0,0
1429,N,L,0,1,0,0,0,0,0,0,0,0,1879,0,0
1430,N,N,0,0,0,1,0,0,0,0,0,0,271,0,0
1431,N,K,0,1,0,0,0,0,0,0,0,0,642,0,0
1432,N,L,1,0,0,0,0,0,0,0,0,0,1845,0,0
1433,N,L,1,0,0,0,0,0,0,0,0,0,528,0,0
1434,N,L,0,0,0,1,0,0,0,0,0,0,632,0,0
1435,N,M,0,0,0,1,0,0,0,0,0,0,1846,0,1
1436,N,L,0,0,0,1,0,0,0,0,0,0,1891,0,0
1437,N,L,0,0,0,1,0,0,0,0,0,0,1951,0,0
1438,N,N,0,0,0,1,0,0,0,0,0,0,1983,0,0
1439,N,L,0,0,0,1,0,0,0,0,0,0,667,0,0
1440,N,L,0,1,0,0,0,0,0,0,0,0,631,0,0
1441,N,K,0,1,0,0,0,0,0,0,0,0,1858,0,0
1442,N,L,0,1,0,0,0,0,0,0,0,0,1952,0,0
1443,N,L,1,0,0,0,0,0,0,0,0,0,1922,0,0
1444,N,L,0,0,0,1,0,0,0,0,0,0,1902,0,0
1445,N,L,0,1,0,0,0,0,0,0,0,0,1885,0,0
1446,N,L,0,0,0,1,0,0,0,0,0,0,1932,0,0
1447,N,M,0,0,0,1,0,0,0,0,0,0,1742,0,1
1448,N,L,0,1,0,0,0,0,0,0,0,0,617,0,0
1449,N,L,0,1,0,0,0,0,0,0,0,0,1951,0,0
1450,N,L,0,0,0,1,0,0,0,0,0,0,1954,0,0
1451,N,K,1,0,0,0,0,0,0,0,0,0,1849,0,0
1452,N,N,0,1,0,0,0,0,0,0,0,0,1917,0,0
1453,N,P,0,0,0,1,0,0,0,0,0,0,1951,0,0
1454,N,N,0,0,0,1,0,0,0,0,0,0,1992,0,0
1455,N,N,0,0,0,0,1,0,0,0,0,0,89,0,0
1456,N,N,0,0,0,1,0,0,0,0,0,0,1696,0,0
1457,N,N,0,1,0,0,0,0,0,0,0,0,1815,0,0
1458,N,N,0,0,0,1,0,0,0,0,0,0,1953,0,0
1459,N,L,0,1,0,0,0,0,0,0,0,0,267,0,0
1460,N,N,0,1,0,0,0,0,0,0,0,0,1661,0,0
1461,N,M,0,1,0,0,0,0,0,0,0,0,1957,0,1
1462,N,L,0,0,0,1,0,0,0,0,0,0,1685,0,0
1463,N,L,1,0,0,0,0,0,0,0,0,0,1135,0,0
1464,N,N,0,0,0,0,0,0,1,0,0,0,1969,0,0
1465,N,M,1,0,0,0,0,0,0,0,0,0,1936,0,1
1466,N,L,0,1,0,0,0,0,0,0,0,0,1974,0,0
1467,N,K,0,1,0,0,0,0,0,0,0,0,1272,0,0
1468,N,L,0,1,0,0,0,0,0,0,0,0,1882,0,0
1469,N,N,0,0,0,1,0,0,0,0,0,0,1890,0,0
1470,N,K,0,0,0,1,0,0,0,0,0,0,1917,0,0
1471,N,L,0,1,0,0,0,0,0,0,0,0,1975,0,0
1472,N,L,0,0,0,1,0,0,0,0,0,0,1906,0,0
1473,N,N,0,1,0,0,0,0,0,0,0,0,119,0,0
1474,N,N,0,0,0,0,1,0,0,0,0,0,1906,0,0
1475,N,P,0,0,0,1,0,0,0,0,0,0,1933,0,0
1476,N,K,1,0,0,0,0,0,0,0,0,0,1970,0,0
1477,N,K,0,0,0,0,0,0,1,0,0,0,1971,0,0
1478,N,P,0,1,0,0,0,0,0,0,0,0,1081,0,0
1479,N,L,0,0,0,1,0,0,0,0,0,0,1018,0,0
1480,N,N,0,1,0,0,0,0,0,0,0,0,1954,0,0
1481,N,K,0,0,0,1,0,0,0,0,0,0,1694,0,0
1482,N,L,0,0,0,1,0,0,0,0,0,0,1960,0,0
1483,N,L,0,0,0,1,0,0,0,0,0,0,677,0,0
1484,N,N,0,0,0,1,0,0,0,0,0,0,1968,0,0
1485,N,P,0,1,0,0,0,0,0,0,0,0,1839,0,0
1486,N,P,0,0,0,1,0,0,0,0,0,0,622,0,1
1487,N,L,0,1,0,0,0,0,0,0,0,0,1976,0,0
1488,N,L,0,1,0,0,0,0,0,0,0,0,1900,0,0
1489,N,M,0,0,0,1,0,0,0,0,0,0,460,0,1
1490,N,N,0,1,0,0,0,0,0,0,0,0,521,0,0
1491,N,K,1,0,0,0,0,0,0,0,0,0,180,0,0
1492,N,P,0,0,0,1,0,0,0,0,0,0,1636,0,0
1493,N,P,0,0,0,1,0,0,0,0,0,0,1880,0,0
1494,N,M,0,0,0,1,0,0,0,0,0,0,1000,0,1
1495,N,N,0,1,0,0,0,0,0,0,0,0,1955,0,0
1496,N,K,1,0,0,0,0,0,0,0,0,0,1261,0,0
1497,N,M,0,0,0,1,0,0,0,0,0,0,1902,0,1
1498,N,N,0,1,0,0,0,0,0,0,0,0,1636,0,0
1499,N,K,0,0,0,1,0,0,0,0,0,0,433,0,0
1500,N,P,0,1,0,0,0,0,0,0,0,0,1878,0,0
1501,N,M,0,1,0,0,0,0,0,0,0,0,1836,0,1
1502,N,K,0,0,0,1,0,0,0,0,0,0,1208,0,0
1503,N,K,0,0,0,1,0,0,0,0,0,0,1624,0,0
1504,N,L,0,1,0,0,0,0,0,0,0,0,1879,0,0
1505,Y,L,0,0,0,1,0,0,0,0,0,0,1798,0,0
1506,N,L,0,1,0,0,0,0,0,0,0,0,1926,0,0
1507,N,N,0,0,0,1,0,0,0,0,0,0,933,0,0
1508,N,K,0,1,0,0,0,0,0,0,0,0,1703,0,0
1509,N,P,0,0,0,1,0,0,0,0,0,0,73,0,0
1510,N,N,0,1,0,0,0,0,0,0,0,0,1647,0,0
1511,N,N,1,0,0,0,0,0,0,0,0,0,1776,0,0
1512,N,N,0,1,0,0,0,0,0,0,0,0,1787,0,0
1513,N,L,0,1,0,0,0,0,0,0,0,0,1934,0,0
1514,N,N,0,1,0,0,0,0,0,0,0,0,979,0,0
1515,N,N,0,0,0,0,1,0,0,0,0,0,1850,0,0
1516,N,K,0,1,0,0,0,0,0,0,0,0,1983,0,0
1517,N,N,0,0,0,1,0,0,0,0,0,0,1925,0,0
1518,N,K,1,0,0,0,0,0,0,0,0,0,528,0,0
1519,N,N,0,1,0,0,0,0,0,0,0,0,530,0,0
1520,N,P,1,0,0,0,0,0,0,0,0,0,1935,0,0
1521,N,N,0,0,0,1,0,0,0,0,0,0,1037,0,0
1522,N,N,0,1,0,0,0,0,0,0,0,0,1853,0,0
1523,N,N,0,1,0,0,0,0,0,0,0,0,1972,0,0
1524,N,K,0,0,0,0,1,0,0,0,0,0,1912,0,0
1525,N,N,0,1,0,0,0,0,0,0,0,0,1883,0,0
1526,N,K,0,1,0,0,0,0,0,0,0,0,1851,0,0
1527,N,P,0,0,0,1,0,0,0,0,0,0,399,0,0
1528,N,M,0,0,0,1,0,0,0,0,0,0,530,0,1
1529,N,P,0,1,0,0,0,0,0,0,0,0,1913,0,0
1530,N,N,0,1,0,0,0,0,0,0,0,0,1838,0,0
1531,N,L,0,0,0,1,0,0,0,0,0,0,1894,0,0
1532,N,K,0,0,0,0,1,0,0,0,0,0,1294,0,0
1533,N,L,0,0,0,1,0,0,0,0,0,0,1013,0,0
1534,N,M,0,0,0,1,0,0,0,0,0,0,1941,0,1
1535,N,N,0,0,0,1,0,0,0,0,0,0,1954,0,0
1536,N,K,0,0,0,1,0,0,0,0,0,0,1932,0,0
1537,N,K,0,1,0,0,0,0,0,0,0,0,1017,0,0
1538,N,P,0,1,0,0,0,0,0,0,0,0,1854,0,0
1539,N,K,0,1,0,0,0,0,0,0,0,0,1372,0,0
1540,N,K,0,1,0,0,0,0,0,0,0,0,1906,0,0
1541,N,M,0,1,0,0,0,0,0,0,0,0,1763,0,1
1542,N,L,0,1,0,0,0,0,0,0,0,0,1865,0,0
1543,N,L,0,1,0,0,0,0,0,0,0,0,1682,0,0
1544,N,N,0,1,0,0,0,0,0,0,0,0,1386,0,0
1545,N,L,0,0,0,0,1,0,0,0,0,0,1731,0,0
1546,N,P,0,0,0,1,0,0,0,0,0,0,1559,0,0
1547,N,N,0,0,0,0,1,0,0,0,0,0,1826,0,0
1548,N,K,0,0,0,1,0,0,0,0,0,0,1823,0,0
1549,N,P,0,1,0,0,0,0,0,0,0,0,1824,0,0
1550,N,K,1,0,0,0,0,0,0,0,0,0,1760,0,0
1551,N,M,0,0,0,0,1,0,0,0,0,0,1093,0,1
1552,N,N,0,1,0,0,0,0,0,0,0,0,1426,0,0
1553,N,N,0,0,0,1,0,0,0,0,0,0,317,0,0
1554,N,K,0,0,0,1,0,0,0,0,0,0,1654,0,0
1555,N,L,0,0,0,1,0,0,0,0,0,0,1788,0,0
1556,N,L,0,0,0,1,0,0,0,0,0,0,1716,0,0
1557,N,N,0,1,0,0,0,0,0,0,0,0,717,0,0
1558,N,K,0,1,0,0,0,0,0,0,0,0,1118,0,0
1559,N,P,0,0,0,1,0,0,0,0,0,0,1641,0,0
1560,N,N,0,0,0,1,0,0,0,0,0,0,1568,0,0
1561,N,P,0,1,0,0,0,0,0,0,0,0,1704,0,0
1562,N,N,0,0,0,1,0,0,0,0,0,0,1691,0,0
1563,N,L,0,1,0,0,0,0,0,0,0,0,1611,0,0
1564,N,N,0,1,0,0,0,0,0,0,0,0,1683,0,0
1565,N,L,0,0,0,1,0,0,0,0,0,0,70,0,0
1566,N,M,0,0,0,1,0,0,0,0,0,0,1711,0,1
1567,N,L,0,0,0,1,0,0,0,0,0,0,1650,0,0
1568,N,M,0,1,0,0,0,0,0,0,0,0,511,0,1
1569,N,K,0,1,0,0,0,0,0,0,0,0,1678,0,0
1570,N,L,0,0,0,1,0,0,0,0,0,0,1646,0,0
1571,N,L,0,1,0,0,0,0,0,0,0,0,1468,0,0
1572,N,M,0,0,0,1,0,0,0,0,0,0,41,0,1
1573,N,M,0,1,0,0,0,0,0,0,0,0,1550,0,1
1574,N,L,0,0,0,1,0,0,0,0,0,0,1565,0,0
1575,N,K,0,1,0,0,0,0,0,0,0,0,1636,0,0
1576,N,L,0,0,0,1,0,0,0,0,0,0,1647,0,0
1577,N,L,0,1,0,0,0,0,0,0,0,0,408,0,0
1578,N,N,0,0,0,1,0,0,0,0,0,0,720,0,0
1579,N,P,0,1,0,0,0,0,0,0,0,0,1551,0,0
1580,N,M,0,1,0,0,0,0,0,0,0,0,677,0,1
1581,N,K,0,0,0,0,0,1,0,0,0,0,1441,0,1
1582,N,N,0,0,0,1,0,0,0,0,0,0,1286,0,0
1583,N,N,0,0,0,1,0,0,0,0,0,0,1595,0,0
1584,N,L,0,0,0,1,0,0,0,0,0,0,196,0,0
1585,N,K,0,0,0,1,0,0,0,0,0,0,1514,0,0
1586,N,K,0,0,0,1,0,0,0,0,0,0,1529,0,0
1587,N,L,0,0,0,1,0,0,0,0,0,0,252,0,0
1588,N,M,0,1,0,0,0,0,0,0,0,0,647,0,1
1589,N,P,1,0,0,0,0,0,0,0,0,0,1161,0,0
1590,N,K,0,0,0,1,0,0,0,0,0,0,1424,0,0
1591,N,P,0,0,0,1,0,0,0,0,0,0,1415,0,0
1592,N,N,0,1,0,0,0,0,0,0,0,0,536,0,0
1593,N,N,0,1,0,0,0,0,0,0,0,0,1475,0,0
1594,N,M,0,1,0,0,0,0,0,0,0,0,1286,0,1
1595,N,P,0,0,0,1,0,0,0,0,0,0,1464,0,0
1596,N,L,0,0,0,0,1,0,0,0,0,0,1443,0,0
1597,N,N,0,0,0,1,0,0,0,0,0,0,1465,0,0
1598,N,N,1,0,0,0,0,0,0,0,0,0,570,0,0
1599,N,K,0,0,0,1,0,0,0,0,0,0,609,0,0
1600,N,N,0,0,0,0,1,0,0,0,0,0,466,0,0
1601,N,L,0,1,0,0,0,0,0,0,0,0,1451,0,0
1602,Y,M,0,0,0,1,0,0,0,0,0,0,532,0,1
1603,N,L,0,1,0,0,0,0,0,0,0,0,515,1,0
1604,N,N,0,1,0,0,0,0,0,0,0,0,602,0,0
1605,N,N,0,0,0,1,0,0,0,0,0,0,419,0,0
1606,N,P,0,0,0,1,0,0,0,0,0,0,1427,0,0
1607,N,N,0,0,0,1,0,0,0,0,0,0,947,0,0
1608,N,K,0,1,0,0,0,0,0,0,0,0,1317,0,0
1609,N,N,0,0,0,1,0,0,0,0,0,0,127,0,0
1610,N,N,0,0,0,1,0,0,0,0,0,0,1390,0,0
1611,N,M,0,0,0,1,0,0,0,0,0,0,1834,0,1
1612,N,K,0,1,0,0,0,0,0,0,0,0,1949,0,0
1613,N,K,0,0,0,1,0,0,0,0,0,0,1926,0,0
1614,N,N,0,0,0,0,0,0,1,0,0,0,395,0,0
1615,N,N,0,0,0,1,0,0,0,0,0,0,1678,0,0
1616,Y,L,0,0,0,0,1,0,0,0,0,0,1869,0,0
1617,N,N,0,0,0,1,0,0,0,0,0,0,1665,0,0
1618,N,N,0,1,0,0,0,0,0,0,0,0,1945,0,0
1619,N,M,0,1,0,0,0,0,0,0,0,0,1860,0,1
1620,N,N,0,1,0,0,0,0,0,0,0,0,1314,0,1
1621,N,L,0,0,0,0,1,0,0,0,0,0,2018,0,0
1622,N,N,0,0,0,1,0,0,0,0,0,0,1545,0,0
1623,N,N,0,0,0,1,0,0,0,0,0,0,630,0,0
1624,N,K,0,0,0,0,1,0,0,0,0,0,614,0,0
1625,N,K,0,0,0,1,0,0,0,0,0,0,1250,0,0
1626,N,P,0,0,0,1,0,0,0,0,0,0,1804,0,0
1627,N,P,0,0,0,1,0,0,0,0,0,0,1831,0,0
1628,N,N,0,1,0,0,0,0,0,0,0,0,2004,0,0
1629,N,K,0,1,0,0,0,0,0,0,0,0,762,0,0
1630,N,K,0,0,0,1,0,0,0,0,0,0,1903,0,0
1631,N,N,0,0,0,1,0,0,0,0,0,0,1857,0,0
1632,N,N,0,1,0,0,0,0,0,0,0,0,1885,0,0
1633,N,N,0,0,0,0,0,0,1,0,0,0,181,0,0
1634,N,M,0,1,0,0,0,0,0,0,0,0,187,0,1
1635,N,K,0,1,0,0,0,0,0,0,0,0,1944,0,0
1636,N,L,0,1,0,0,0,0,0,0,0,0,1963,0,0
